simple_name,common_name_c,alternative_name_c,class
Treron sieboldii,綠鳩,紅翅綠鳩,Aves
Gallus gallus,原雞,,Aves
Abroscopus albogularis,棕面鶯,,Aves
Accipiter badius,褐耳鷹,,Aves
Accipiter gentilis,蒼鷹,,Aves
Accipiter gularis,日本松雀鷹,北方松雀鷹,Aves
Accipiter nisus,北雀鷹,,Aves
Accipiter trivirgatus,鳳頭蒼鷹,,Aves
Accipiter virgatus,松雀鷹,,Aves
Acridotheres cristatellus,八哥,"八哥(大陸亞種),冠八哥,加令,鳳頭八哥,八哥大陸亞種",Aves
Acridotheres tristis,家八哥,"泰國八哥,眼鏡八哥",Aves
Acrocephalus concinens,鈍翅葦鶯,,Aves
Aegithalos concinnus,紅頭山雀,紅頭長尾山雀,Aves
Aerodramus brevirostris,短嘴金絲燕,,Aves
Aerodramus germani,傑曼氏金絲燕,,Aves
Aethopyga christinae,叉尾太陽鳥,,Aves
Aethopyga gouldiae,藍喉太陽鳥,,Aves
Agapornis fischeri,費氏愛情鳥,費氏牡丹鸚鵡,Aves
Alauda arvensis,歐亞雲雀,,Aves
Alauda gulgula,小雲雀,,Aves
Alcedo atthis,翠鳥,,Aves
Alopochen aegyptiaca,埃及雁,,Aves
Amaurornis phoenicurus,白腹秧雞,,Aves
Anas crecca,小水鴨,"小水鴨(指名亞種),綠翅鴨,小水鴨指名亞種",Aves
Anas platyrhynchos,綠頭鴨,,Aves
Anous stolidus,玄燕鷗,,Aves
Anser albifrons,白額雁,,Aves
Anser anser,灰雁,,Aves
Anser fabalis,寒林豆雁,,Aves
Anser indicus,斑頭雁,,Aves
Anser serrirostris,凍原豆雁,豆雁,Aves
Anthus gustavi,白背鷚,北鷚,Aves
Anthus hodgsoni,樹鷚,"樹鷚(指名亞種),樹鷚指名亞種",Aves
Anthus pratensis,草地鷚,,Aves
Anthus richardi,大花鷚,,Aves
Anthus rubescens,黃腹鷚,,Aves
Anthus spinoletta,水鷚,,Aves
Anthus trivialis,林鷚,,Aves
Apus nipalensis,小雨燕,,Aves
Apus pacificus,叉尾雨燕,"叉尾雨燕(過境亞種),白腰雨燕,叉尾雨燕過境亞種",Aves
Aquila chrysaetos,金鵰,,Aves
Aquila fasciata,白腹鵰,,Aves
Ardea alba,大白鷺,,Aves
Ardea cinerea,蒼鷺,,Aves
Ardea purpurea,紫鷺,,Aves
Ardeola speciosa,爪哇池鷺,,Aves
Artamus leucorynchus,白胸燕鵙,,Aves
Arundinax aedon,厚嘴葦鶯,厚嘴葦鶯 ,Aves
Asio flammeus,短耳鴞,短耳虎斑鴞,Aves
Asio otus,長耳鴞,長耳虎斑鴞,Aves
Athene noctua,縱紋腹小鴞,,Aves
Aviceda leuphotes,黑冠鵑隼,,Aves
Aythya marila,斑背潛鴨,鈴鴨,Aves
Pyrrhula nipalensis uchidai,褐鷽,褐灰雀,Aves
Sitta europaea formosana,茶腹鳾,,Aves
Sterna hirundo tibetana,燕鷗,,Aves
Sula leucogaster brewsteri,白腹鰹鳥,白腹鰹鳥美西亞種,Aves
Jynx torquilla torquilla,地啄木,,Aves
Lalage nigra nigra,黑原鵑鵙,,Aves
Lanius excubitor pallidirostris,西方灰伯勞,,Aves
Locustella mandelli melanorhyncha,赤褐蝗鶯,高山短翅鶯,Aves
Motacilla alba dukhunensis,白鶺鴒,,Aves
Muscicapa striata mongola,斑鶲,,Aves
Numenius phaeopus hudsonicus,中杓鷸,中杓鷸北美亞種,Aves
Pericrocotus speciosus fohkiensis,赤紅山椒鳥,,Aves
Phasianus colchicus torquatus,環頸雉,,Aves
Emberiza schoeniclus pyrrhulina,蘆鵐,,Aves
Ficedula strophiata strophiata,橙胸姬鶲,,Aves
Fulmarus glacialis rodgersii,暴風鸌,,Aves
Gallinago solitaria japonica,孤田鷸,,Aves
Calidris alpina kistchinski,黑腹濱鷸,"黑腹濱鷸(千島亞種),濱鷸,黑腹濱鷸千島亞種",Aves
Horornis fortipes robustipes,小鶯,"小鶯(台灣亞種),臺灣小鶯,強腳樹鶯,台灣小鶯,小鶯台灣亞種",Aves
Anthus richardi sinensis,大花鷚,,Aves
Ardenna pacifica chlororhyncha,長尾水薙鳥,楔尾鸌,Aves
Garrulax canorus × Garrulax taewanus,大陸畫眉x臺灣畫眉,,Aves
Pycnonotus sinensis formosae × Pycnonotus taivanus,雜頭翁,白頭翁x烏頭翁,Aves
Cettiidae,,,Aves
Upupiformes,,,Aves
Passerellidae,雀鵐科,,Aves
Dendrocygninae,,,Aves
Anserinae,,,Aves
Tadorninae,,,Aves
Anatinae,,,Aves
Cuculinae,,,Aves
Caprimulginae,,,Aves
Chaeturinae,,,Aves
Apodinae,,,Aves
Gruinae,,,Aves
Vanellinae,,,Aves
Charadriinae,,,Aves
Numeniinae,,,Aves
Limosinae,,,Aves
Arenariinae,,,Aves
Scolopacinae,,,Aves
Tringinae,,,Aves
Glareolinae,,,Aves
Larinae,,,Aves
Sterninae,,,Aves
Threskiornithinae,,,Aves
Plataleinae,,,Aves
Elaninae,,,Aves
Accipitrinae,,,Aves
Jynginae,,,Aves
Picinae,,,Aves
Falconinae,,,Aves
Arinae,,,Aves
Psittaculinae,,,Aves
Agapornithinae,,,Aves
Hirundininae,,,Aves
Sittinae,,,Aves
Ploceinae,,,Aves
Fringillinae,,,Aves
Carduelinae,,,Aves
Thraupinae,,,Aves
Zosterops japonicus,日菲繡眼,"綠繡眼(指名亞種),綠繡眼",Aves
Amaurornis phoenicurus leucomelana,白腹秧雞,,Aves
Himantopus leucocephalus,黑領高蹺鴴,,Aves
Oceanites oceanicus,黃蹼洋海燕,,Aves
Puffinus nativitatis,黑細鸌,,Aves
Buteo buteo vulpinus,歐亞鵟,,Aves
Phylloscopus affinis occisinensis,黃腹柳鶯,,Aves
Turdus mupinensis,寶興歌鶇,花穿草雞,Aves
Spilopelia,,,Aves
Oceanites,,,Aves
Puffinus,,,Aves
Acridotheres leucocephalus,葡萄胸椋鳥,,Aves
Corvus torquatus,玉頸鴉,,Aves
Turdus niveiceps,白頭鶇,"臺灣鶇,台灣鶇",Aves
Cettia acanthizoides concolor,深山鶯,黃腹樹鶯,Aves
Garrulax poecilorhynchus,棕噪眉,,Aves
Paradoxornis webbianus bulomachus,粉紅鸚嘴,棕頭鴉雀,Aves
Zosterops simplex,斯氏繡眼,綠繡眼,Aves
Erythrogenys erythrocnemis,大彎嘴,"大彎嘴畫眉,繡臉鉤嘴鶥,大彎嘴鶥,彎嘴畫眉",Aves
Spodiopsar cineraceus,灰椋鳥,,Aves
Branta bernicla nigricans,黑雁,,Aves
Carpodacus vinaceus vinaceus,酒紅朱雀,,Aves
Chloris sinica kawarahiba,金翅雀,"金翅雀(日本亞種),金翅雀日本亞種",Aves
Emberiza personata,黃喉黑臉鵐,"黑臉鵐(日本亞種),黑臉鵐,灰頭黑臉鵐,黑臉鵐日本亞種",Aves
Hypsipetes amaurotis,棕耳鵯,"棕耳鵯(日本亞種),栗耳短腳鵯,棕耳鵯日本亞種",Aves
Motacilla alba leucopsis,白鶺鴒,"白鶺鴒(白面黑背亞種),白面白鶺鴒,白面黑背白鶺鴒,白鶺鴒白面黑背亞種",Aves
Oenanthe deserti atrogularis,漠即鳥(蒙新亞種),"漠即鳥,漠即鳥蒙新亞種",Aves
Surniculus lugubris barussarum,方尾烏鵑,烏鵑,Aves
Yungipicus canicapillus kaleensis,小啄木,,Aves
Rallus aquaticus korejewi,西方秧雞,,Aves
Rissa tridactyla pollicaris,三趾鷗,,Aves
Pyrrhula owstoni,灰鷽,灰頭灰雀,Aves
Cinclidium,,,Aves
Dicaeum concolor,,,Aves
Riparia chinensis,棕沙燕,褐喉沙燕,Aves
Prinia striata,斑紋鷦鶯,"斑紋鷦鶯(指名亞種),山鷦鶯,斑紋鷦鶯指名亞種",Aves
Buteo buteo,歐亞鵟,,Aves
Horornis canturians,遠東樹鶯,"遠東樹鶯(華中亞種),短翅樹鶯,遠東樹鶯華中亞種",Aves
Periparus ater ptilosus,煤山雀,,Aves
Hypsipetes amaurotis harterti,棕耳鵯,"棕耳鵯(蘭嶼亞種),栗耳短腳鵯,棕耳鵯蘭嶼亞種",Aves
Trochalopteron morrisonianum,臺灣噪眉,"臺灣噪鶥,金翼白眉,玉山噪鶥,台灣噪鶥,台灣噪眉",Aves
Gracupica nigricollis,黑領椋鳥,"烏領椋鳥,白頭椋鳥",Aves
Phoenicurus fuliginosus affinis,鉛色水鶇,"鉛色水鶇(台灣亞種),鉛色水鴝,紅尾水鴝,鉛色水鶇台灣亞種",Aves
Horornis diphone,日本樹鶯,,Aves
Anser cygnoid,鴻雁,,Aves
