ScientificName,ChineseName1,ChineseName2,ChineseName3
Plectorhinchus lineatus,條紋胡椒鯛,,花臉仔、打鐵婆、條紋石鱸、嘉誌(臺東)、花圭誌(澎湖)、厚皮老(澎湖)
Plectorhinchus pictus,胡椒鯛,,加志、花石鱸、番圭誌(澎湖)
Plectorhinchus picus,暗點胡椒鯛,,加志、花旦石鱸、暗點石鱸、嘉誌(臺東)
Plectorhinchus schotaf,邵氏胡椒鯛,肖氏胡椒鯛,打鐵婆、灰石鱸
Plectorhinchus vittatus,條斑胡椒鯛,,打鐵婆、花身舅仔、六線妞妞、多帶石鱸
Pomadasys argenteus,銀雞魚,銀石鱸,雞仔魚、石鱸、厚鱸
Pomadasys kaakan,星雞魚,點石鱸,雞仔魚、石鱸、厚鱸、頭額(澎湖)、金龍(澎湖)、刣額(澎湖)
Pomadasys maculatus,斑雞魚,大斑石鱸,雞仔魚、石鱸、厚鱸、石鯽仔
Pomadasys quadrilineatus,四帶雞魚,四帶石鱸,雞仔魚、石鱸、厚鱸、三抓仔(臺東)、屎貴(澎湖)
Nemipterus aurora,赤黃金線魚,,金線鰱
Nemipterus bathybius,底金線魚,深水金線魚(黃肚金線魚),紅海鯽、金線鰱、紅姑鯉(澎湖)
Nemipterus furcosus,紅金線魚,橫斑金線魚,金線鰱
Nemipterus hexodon,六齒金線魚,,金線鰱、虹色金線魚
Nemipterus japonicus,日本金線魚,,金線鰱、番紅姑鯉(澎湖)、竹鋒仔(臺南安平)
Nemipterus peronii,裴氏金線魚,斐氏金線魚,金線魚、番紅姑鯉(澎湖)、紅姑鯉(臺南安平)
Nemipterus thosaporni,黃緣金線魚,,金線鰱
Nemipterus virgatus,金線魚,,金線鰱、黃線、紅杉
Nemipterus zysron,姬金線魚,長體金線魚,金線鰱
Parascolopsis eriomma,寬帶副眶棘鱸,,紅副赤尾冬、紅尾冬仔、紅奇黑仔、紅哥里、海鯽仔、海鮘仔、赤海鮘、赤尾冬(臺東)、紅魚(澎湖)
Parascolopsis inermis,橫帶副眶棘鱸,,橫帶副赤尾冬、紅尾冬仔、橫帶海鮘、紅魚(臺東)
Parascolopsis tosensis,土佐副眶棘鱸,日本副眶棘鱸,土佐副赤尾冬、石兵、雞仔、紅尾冬仔
Pentapodus aureofasciatus,黃帶錐齒鯛,,紅尾冬仔
Pentapodus caninus,犬牙錐齒鯛,,紅尾冬仔
Pentapodus emeryii,艾氏錐齒鯛,,紅尾冬仔
Pentapodus nagasakiensis,長崎錐齒鯛,,日本紅姑魚、紅肉魚(臺東)、龍占舅(澎湖)
Scolopsis affinis,烏面眶棘鱸,安芬眶棘鱸,紅尾冬仔、烏面赤尾冬、赤尾冬(臺東)、龍占舅(澎湖)
Scolopsis bilineata,雙帶眶棘鱸,雙線眶棘鱸,雙帶赤尾冬、石兵、雞仔、紅尾冬仔、雙帶烏尾冬(臺東)、龍占舅(澎湖)、獅貴仔(澎湖)
Scolopsis ciliata,齒頜眶棘鱸,,紅尾冬仔、黃點赤尾冬、紅尾冬(臺東)
Scolopsis lineata,線紋眶棘鱸,,黃帶赤尾冬、紅海鯽、赤尾冬仔、赤尾冬(臺東)、龍占舅(澎湖)、獅貴仔(澎湖)
Scolopsis margaritifera,珠斑眶棘鱸,,珠斑赤尾冬、紅尾冬仔
Scolopsis monogramma,單帶眶棘鱸,,黑帶赤尾冬、赤尾冬仔、赤尾冬(臺東)、龍占舅(澎湖)、黃雞母(澎湖)
Scolopsis taenioptera,條紋眶棘鱸,,條紋赤尾冬、紅尾冬仔、龍占舅(澎湖)
Scolopsis trilineata,三帶眶棘鱸,三線眶棘鱸,三帶赤尾冬、紅尾冬仔
Scolopsis vosmeri,伏氏眶棘鱸,,白項赤尾冬、紅海鯽、海鮘、赤尾冬仔、月白(臺東)、國公(澎湖)、厚殼仔(澎湖)、赤殼(澎湖)、灶過仔(澎湖)、國光魚(澎湖)、鳳梨(臺南安平)
Scolopsis xenochroa,欖斑眶棘鱸,藍帶眶棘鱸,欖斑赤尾冬、紅尾冬仔、月白(臺東)、龍占舅(澎湖)
Gnathodentex aureolineatus,金帶齒頜鯛,,黃點鯛、龍占(臺東)、龍占舅(澎湖)
Gymnocranius elongatus,長身白鱲,長裸頂鯛,龍尖、踢馬(澎湖)、龍占舅(澎湖)、白嘉鱲(澎湖)
Gymnocranius euanus,真白鱲,真裸頂鯛,龍尖、龍占舅(澎湖)、白嘉鱲(澎湖)
Gymnocranius grandoculis,藍線白鱲,藍線裸頂鯛,龍尖、白嘉鱲(澎湖)
Gymnocranius griseus,灰白鱲,灰裸頂鯛,龍尖、踢馬(澎湖)、白嘉鱲(澎湖)
Gymnocranius microdon,小齒白鱲,小齒裸頂鯛,龍尖
Lethrinus atkinsoni,阿氏龍占魚,阿氏裸頰鯛,龍尖、龍占(臺東)、紅龍(澎湖)
Lethrinus erythracanthus,紅棘龍占魚,紅棘裸頰鯛,龍尖、龍尖(澎湖)
Lethrinus erythropterus,紅鰭龍占魚,赤鰭裸頰鯛,龍尖、龍占(澎湖)
Lethrinus genivittatus,絲棘龍占魚,長棘裸頰鯛,龍尖
Lethrinus haematopterus,正龍占魚,紅鰭裸頰鯛,白龍占、龍尖、連占、龍占(澎湖)、紅鰭龍占(澎湖)
Lethrinus harak,單斑龍占魚,黑點裸頰鯛,龍尖、龍占、龍占舅(澎湖)、紅龍(澎湖)
Lethrinus lentjan,烏帽龍占魚,扁裸頰鯛,龍尖、龍占(臺東)、龍占舅(澎湖)
Lethrinus microdon,小齒龍占魚,小齒裸頰鯛,龍尖、龍占
Lethrinus miniatus,長吻龍占魚,長吻裸頰鯛,龍尖、龍占(臺東)
Lethrinus nebulosus,青嘴龍占魚,星斑裸頰鯛,龍尖、龍占、青嘴仔、青嘴(澎湖)、尖嘴仔(澎湖)
Lethrinus obsoletus,橘帶龍占魚,桔帶裸頰鯛,龍尖、龍占(臺東)
Lethrinus olivaceus,尖吻龍占魚,尖吻裸頰鯛,豬哥仔、龍尖、海豬哥(澎湖)、豬哥撬(澎湖)、青嘴鳥(澎湖)
Lethrinus ornatus,黃帶龍占魚,短吻裸頰鯛,龍尖、紅龍(澎湖)、豬哥仔(澎湖)、厚唇(澎湖)
Lethrinus reticulatus,網紋龍占魚,網紋裸頰鯛,龍尖、龍占(臺東)
Lethrinus rubrioperculatus,紅鰓龍占魚,紅裸頰鯛,龍尖、紅龍(澎湖)、豬哥撬(澎湖)
Lethrinus semicinctus,半帶龍占魚,半帶裸頰鯛,龍尖、龍占(澎湖)
Lethrinus variegatus,雜色龍占魚,雜色裸頰鯛,龍尖、龍占(澎湖)
Lethrinus xanthochilus,黃唇龍占魚,黃唇裸頰鯛,龍尖、龍占(澎湖)
Monotaxis grandoculis,單列齒鯛,,大眼黑鯛、月白(臺東)、大目黑格(澎湖)
Wattsia mossambica,莫三比克脊頜鯛,,鯛仔
Acanthopagrus chinshira,琉球棘鯛,沖縄棘鯛,白格(臺南安平)
Acanthopagrus latus,黃鰭棘鯛,,黃鰭鯛、黃鰭、赤翅仔、赤翅、花身、鏡鯛
Acanthopagrus pacificus,太平洋棘鯛,,烏格、烏鯮、番黑格( 澎湖 )、正烏格(台南安平)
Acanthopagrus schlegelii,黑棘鯛,,黑鯛、烏格、黑格、厚唇、烏毛、烏鱠、黑頰(澎湖)
Acanthopagrus sivicolus,橘鰭棘鯛,,橘鰭鯛、烏格、黑格、厚唇
Acanthopagrus taiwanensis,臺灣棘鯛,,臺灣黑鯛、烏格、黑格、琉球黑鯛、太平洋黑鯛、烏鯮
Argyrops bleekeri,布氏長棘鯛,四長棘鯛,小長棘鯛、盤仔、鍋蓋(澎湖)、鬍鬚魬仔(澎湖)
Argyrops spinifer,長棘鯛,高體四長棘鯛,盤仔
Chrysophrys auratus,金鯛,,
Dentex abei,阿部牙鯛,阿氏牙鯛,赤鯮、阿部赤鯮
Dentex hypselosomus,黄背牙鯛,,赤鯮、赤章
Evynnis cardinalis,紅鋤齒鯛,二長棘犁齒鯛,盤仔、魬鯛、血鯛、齊頭盤、魬仔(澎湖)
Evynnis tumifrons,黃鋤齒鯛,黃犁齒鯛(黃鯛),黃鯛、赤章、赤鯮
Pagrus major,真鯛,真赤鯛(真鯛),嘉鱲魚、正鯛、加臘、加蚋、加魶、真鯛、加幾魚、銅盆魚、棘鬣魚
Rhabdosargus sarba,平鯛,,黃錫鯛、枋頭、邦頭(澎湖)、枋頭(澎湖)、白嘉鱲(澎湖)
Eleutheronema rhadinum,多鱗四指馬鮁,,四絲馬鮁、四指馬鮁、竹午、大午、午仔、鬚午仔(澎湖)、發鬚午仔(澎湖)
Eleutheronema tetradactylum,四指馬鮁,,四絲馬鮁、竹午、大午、午仔、鬚午仔(澎湖)、發鬚午仔(澎湖)
Filimanus sealei,西氏絲指馬鮁,八絲指馬鮁,竹午、大午、午仔、鬚午仔(澎湖)、發鬚午仔(澎湖)
Polydactylus microstomus,小口多指馬鮁,,午仔
Polydactylus plebeius,五絲多指馬鮁,五指多指馬鮁,五絲馬鮁、午仔、鬚午仔(澎湖)、粗鱗午
Polydactylus sexfilis,六絲多指馬鮁,,六絲馬鮁、午仔
Polydactylus sextarius,六指多指馬鮁,黑斑多指馬鮁,六指馬鮁、午仔、鬚午仔(澎湖)
Argyrosomus japonicus,日本銀身,日本白姑魚,巨鮸、黃姑魚、鮸(澎湖)、水鮸(澎湖)、金錢鮸(澎湖)
Atrobucca nibe,黑,黑姑魚,黑口、烏喉、黑喉(臺東)、加正、烏加網、黑喉、臭魚
Chrysochir aureus,黃金鰭,尖頭黃鰭牙,鮸仔魚、紅三牙（嘉義、台南、高雄）
Collichthys lucidus,棘頭梅童魚,,黃皮
Johnius amblycephalus,鈍頭叫姑魚,團頭叫姑魚,黑加網、黑口(澎湖)、臭肚仔(澎湖)
Johnius belangerii,皮氏叫姑魚,,黑鮸、加網
Johnius distinctus,鱗鰭叫姑魚,,春子、油口(澎湖)、臭肚仔(澎湖)、金線加網(澎湖)
Johnius dussumieri,杜氏叫姑魚,,春子、白口(臺南安平)
Johnius grypotus,叫姑魚,,加網、臭肚仔(澎湖)、瓜寶（福州）
Johnius macrorhynus,大鼻孔叫姑魚,大吻叫姑魚,春子、加網(澎湖)、臭肚仔(澎湖)
Johnius taiwanensis,臺灣叫姑魚,台灣叫姑魚,
Larimichthys crocea,大黃魚,,黃魚、黃瓜、黃花魚、黃口、火口、大黃花
Larimichthys polyactis,小黃魚,,黃魚、小黃瓜、厚鱗仔、黃口、黃順、黃瓜、紅瓜
Miichthys miiuy,鮸,,鮸仔、敏魚、米魚、水鮸仔
Nibea albiflora,黃姑魚,,春子、假黃魚、黃婆、紅花(臺南安平)
Nibea semifasciata,半斑黃姑魚,半花黃姑魚,假黃魚
Otolithes ruber,紅牙,,三牙、耳石、銀牙、白三牙(臺南安平)
Pennahia anea,截尾白姑魚,截尾銀姑魚,帕頭
Pennahia argentata,白姑魚,銀姑魚,白口、帕頭、黃順、加網(澎湖)
Pennahia macrocephalus,大頭白姑魚,大頭銀姑魚,帕頭、加網(澎湖)、闊嘴加網、深水加網、正帕頭(臺南安平)
Pennahia pawak,斑鰭白姑魚,斑鰭銀姑魚,春子、帕頭、白毛(讀音：門)仔、黑耳仔(臺南安平)
Protonibea diacanthus,雙棘原黃姑魚,,鮸仔魚、黑鮸
Sciaenops ocellatus,眼斑擬石首魚,,紅鼓魚
Mulloidichthys flavolineatus,黃帶擬鬚鯛,黃帶擬羊魚,秋姑、鬚哥、汕秋哥仔(澎湖)
Mulloidichthys pfluegeri,紅背擬鬚鯛,紅背擬羊魚,秋姑、鬚哥、秋哥(澎湖)
Mulloidichthys vanicolensis,金帶擬鬚鯛,無斑擬羊魚,秋姑、鬚哥、臭肉(臺東)
Parupeneus barberinoides,鬚海緋鯉,似條斑副緋鯉,秋姑、鬚哥
Parupeneus barberinus,單帶海緋鯉,條斑副緋鯉,大條、秋姑、鬚哥、番秋哥(澎湖)、海汕秋哥(澎湖)
Parupeneus biaculeatus,雙帶海緋鯉,雙帶副緋鯉,秋姑、鬚哥
Parupeneus chrysopleuron,紅帶海緋鯉,黃帶副緋鯉,秋姑、鬚哥、秋哥(澎湖)
Parupeneus ciliatus,短鬚海緋鯉,短鬚副緋鯉,秋姑、鬚哥、蓬萊海鯡鯉、紅秋哥(澎湖)
Parupeneus crassilabris,粗唇海緋鯉,粗唇副緋鯉,秋姑、鬚哥、蓬萊海鯡鯉
Parupeneus cyclostomus,圓口海緋鯉,圓口副緋鯉,秋姑、鬚哥、秋哥(澎湖)
Parupeneus heptacanthus,七棘海緋鯉,七棘副緋鯉,秋姑、鬚哥、秋哥(澎湖)
Parupeneus indicus,印度海緋鯉,印度副緋鯉,秋姑、鬚哥、番秋哥(澎湖)、黑點秋哥(澎湖)
Parupeneus multifasciatus,多帶海緋鯉,多帶副緋鯉,老爺、秋姑、鬚哥、黑點秋哥(澎湖)、黑尾秋哥(澎湖)
Parupeneus pleurostigma,黑斑海緋鯉,黑斑副緋鯉,秋姑、鬚哥、黑點秋哥(澎湖)、外海秋哥(澎湖)
Parupeneus spilurus,大型海緋鯉,點紋副緋鯉,秋姑、鬚哥、紅秋哥(澎湖)、黑點秋哥(澎湖)
Upeneus japonicus,日本緋鯉,,紅秋姑、鬚哥、紅魚、條紋緋鯉、紅魚仔(澎湖)、汕秋哥仔(澎湖)
Upeneus luzonius,呂宋緋鯉,,秋姑、鬚哥、紅魚仔(澎湖)、汕秋哥仔(澎湖)
Upeneus moluccensis,馬六甲緋鯉,,秋姑、鬚哥、秋高
Upeneus quadrilineatus,四線緋鯉,四帶緋鯉,秋姑、鬚哥
Upeneus subvittatus,縱帶緋鯉,,秋姑、鬚哥
Upeneus sulphureus,黃帶緋鯉,,秋姑、鬚哥、紅魚仔(澎湖)、汕秋哥仔(澎湖)
Upeneus tragula,黑斑緋鯉,,秋姑、鬚哥、番秋哥(澎湖)、海汕秋哥(澎湖)
Upeneus vittatus,多帶緋鯉,,虎、秋姑、鬚哥
Parapriacanthus ransonneti,雷氏充金眼鯛,紅海副單鰭魚,大面側仔
Pempheris japonica,日本擬金眼鯛,日本單鰭魚,三角仔、刀片、水果刀、解餌刀、皮刀
Pempheris nyctereutes,白緣擬金眼鯛,白邊單鰭魚,三角仔、刀片、水果刀、解餌刀、皮刀、菜刀
Pempheris oualensis,烏伊蘭擬金眼鯛,黑稍單鰭魚,三角仔、刀片、水果刀、解餌刀、皮刀、洞豐仔(澎湖)、皮刀仔(澎湖)
Pempheris schwenkii,南方擬金眼鯛,銀腹單鰭魚,三角仔、刀片、水果刀、解餌刀、皮刀、洞豐仔(澎湖)、皮刀仔(澎湖)
Pempheris vanicolensis,黑緣擬金眼鯛,黑緣單鰭魚,三角仔、刀片、水果刀、解餌刀、皮刀
Glaucosoma buergeri,葉鯛,灰葉鯛,大目仔、大目孔(澎湖)、黑大目
Bathyclupea argentea,銀深海鯡,,深海鯡
Monodactylus argenteus,銀鱗鯧,銀大眼鯧,金鯧、銀鯧
Girella leonina,小鱗瓜子鱲,小鱗黑魢,黑毛、烏毛(澎湖)、黑番(澎湖)、紅皮囊(澎湖)
Girella mezina,黃帶瓜子鱲,綠帶魢,黑毛、烏目仔(澎湖)、縖腰(澎湖)、厚唇仔(蘇澳)
Girella punctata,瓜子鱲,斑魢,黑毛、菜毛、粗鱗黑毛、悶仔、粗鱗仔、烏毛(澎湖)、烏目仔(澎湖)、烏嘴仔(澎湖)
Kyphosus bigibbus,南方舵魚,雙峰,白毛、白悶
Kyphosus cinerascens,天竺舵魚,長鰭,白毛、開旗、黑番(澎湖)、元仔板(澎湖)、開基(澎湖)、黑毛（恆春）
Kyphosus vaigiensis,低鰭舵魚,低鰭,白毛、白悶、開基(澎湖)
Microcanthus strigatus,柴魚,細刺魚,斑馬、條紋蝶、花身婆(臺東)、米統仔(澎湖)、花身婆(澎湖)、苦湳盤仔(澎湖)
Drepane longimana,條紋雞籠鯧,,銅盤仔、金龍、雞倉、咬破埔
Drepane punctata,斑點雞籠鯧,,銅盤仔、鏡鯧、金鏡、定盤、咬破埔、金鐘(澎湖)
Chaetodon adiergastos,烏頂蝴蝶魚,項斑蝴蝶魚,黑面蝶、虱鬢(澎湖)、加破婆(澎湖)
Chaetodon argentatus,銀身蝴蝶魚,,黑鏡蝶、蝶仔(臺東)
Chaetodon auriga,揚旛蝴蝶魚,絲蝴蝶魚,人字蝶、白刺蝶、碟仔(臺東)、白虱鬢(澎湖)、金鐘(澎湖)、米統仔(澎湖)
Chaetodon auripes,耳帶蝴蝶魚,叉紋蝴蝶魚,黑頭蝶、金色蝶、條紋蝶、角蝶仔(臺東)、虱鬢(澎湖)、黃盤(澎湖)、紅司公(澎湖)
Chaetodon baronessa,曲紋蝴蝶魚,,天王蝶、天皇蝶、三角紋蝶、紅司公(澎湖)
Chaetodon bennetti,本氏蝴蝶魚,雙絲蝴蝶魚,本氏蝶、蝶仔(臺東)、紅司公(澎湖)
Chaetodon burgessi,柏氏蝴蝶魚,波斯灣蝴蝶魚,柏氏蝶
Chaetodon citrinellus,胡麻斑蝴蝶魚,密點蝴蝶魚,胡麻蝶、蝶仔(臺東)、紅司公(澎湖)
Chaetodon ephippium,鞍斑蝴蝶魚,鞭蝴蝶魚,月光蝶、蝶仔(臺東)、紅司公(澎湖)、米統仔(澎湖)
Chaetodon guentheri,貢氏蝴蝶魚,,芝麻蝶、蝶仔(臺東)、紅司公(澎湖)、虱鬢(澎湖)
Chaetodon kleinii,克氏蝴蝶魚,珠蝴蝶魚,鳳梨蝶、藍頭蝶、角蝶仔(臺東)、紅司公(澎湖)、虱鬢(澎湖)
Chaetodon lineolatus,紋身蝴蝶魚,細紋蝴蝶魚,黑影蝶、新月蝶、黑蝶仔(臺東)、紅司公(澎湖)、米統仔(澎湖)
Chaetodon lunula,月斑蝴蝶魚,新月蝴蝶魚,月眉蝶、月鯛、蝶仔(臺東)、紅司公(澎湖)、虱鬢(澎湖)
Chaetodon lunulatus,弓月蝴蝶魚,,冬瓜蝶、蝶仔(臺東)
Chaetodon melannotus,黑背蝴蝶魚,,太陽蝶、曙色蝶、蝶仔(臺東)、紅司公(澎湖)、米統仔(澎湖)
Chaetodon meyeri,麥氏蝴蝶魚,,黑斜紋蝶、紅司公(澎湖)、米統仔(澎湖)
Chaetodon modestus,樸蝴蝶魚,,尖嘴羅蝶魚、尖嘴蝶、尖嘴蝴蝶魚
Chaetodon nippon,日本蝴蝶魚,,暗帶蝶
Chaetodon octofasciatus,八帶蝴蝶魚,,八線蝶、紅司公(澎湖)、虱鬢(澎湖)、金鐘(澎湖)
Chaetodon ornatissimus,華麗蝴蝶魚,,斜紋蝶、角蝶仔(臺東)、紅司公(澎湖)、虱鬢(澎湖)
Chaetodon plebeius,藍斑蝴蝶魚,四棘蝴蝶魚,藍腰蝶、雲蝶、蝶仔(臺東)、紅司公(澎湖)、虱鬢(澎湖)
Chaetodon punctatofasciatus,點斑橫帶蝴蝶魚,斑帶蝴蝶魚,虎皮蝶、繁紋蝶、虱鬢(澎湖)
Chaetodon quadrimaculatus,四點蝴蝶魚,,四點蝶
Chaetodon rafflesii,雷氏蝴蝶魚,格紋蝴蝶魚,網蝶、蝶仔(臺東)
Chaetodon reticulatus,網紋蝴蝶魚,,網紋蝶
Chaetodon selene,彎月蝴蝶魚,,彎月蝶、紅司公(澎湖)、米統仔(澎湖)
Chaetodon semeion,點綴蝴蝶魚,細點蝴蝶魚,細點蝶
Chaetodon speculum,鏡斑蝴蝶魚,,黃鏡斑、黃一點、紅司公(澎湖)、黃蝨濱(澎湖)
Chaetodon trifascialis,川紋蝴蝶魚,三紋蝴蝶魚,箭蝶、排骨蝶、紅司公(澎湖)、虱鬢(澎湖)
Chaetodon ulietensis,烏利蝴蝶魚,鞍斑蝴蝶魚,鞍斑蝶
Chaetodon unimaculatus,一點蝴蝶魚,單斑蝴蝶魚,一點蝶、一點清、蝶仔(臺東)、紅司公(澎湖)、虱鬢(澎湖)
Chaetodon vagabundus,飄浮蝴蝶魚,斜紋蝴蝶魚,假人字蝶、蝶仔(臺東)、紅司公(澎湖)、米統仔(澎湖)
Chaetodon wiebeli,魏氏蝴蝶魚,麗蝴蝶魚,黑尾蝶、魏氏蝶、蝶仔(臺東)、黃盤(澎湖)、虱鬢(澎湖)、紅司公(澎湖)
Chaetodon xanthurus,紅尾蝴蝶魚,黃蝴蝶魚,黃網蝶、紅司公(澎湖)、虱鬢(澎湖)
Chelmon rostratus,長吻管嘴魚,鑽嘴魚,短火箭
Coradion altivelis,褐帶少女魚,,大斑馬、蝶仔(臺東)、紅司公(澎湖)、虱鬢(澎湖)
Coradion chrysozonus,金斑少女魚,少女魚,大斑馬
Forcipiger flavissimus,黃鑷口魚,,火箭蝶、黃火箭
Forcipiger longirostris,長吻鑷口魚,,火箭蝶、黃火箭
Hemitaurichthys polylepis,多鱗霞蝶魚,,霞蝶
Heniochus acuminatus,白吻雙帶立旗鯛,馬夫魚,白關刀、關刀(臺東)、舉旗仔(澎湖)、孝包鬚(澎湖)
Heniochus chrysostomus,三帶立旗鯛,金口馬夫魚,南洋關刀、關刀(臺東)
Heniochus diphreutes,多棘立旗鯛,多棘馬夫魚,
Heniochus monoceros,烏面立旗鯛,單角馬夫魚,黑面關刀、關刀(臺東)
Heniochus singularius,單棘立旗鯛,四帶馬夫魚,花關刀、關刀(臺東)、舉旗仔(澎湖)、花關刀(澎湖)
Heniochus varius,黑身立旗鯛,白帶馬夫魚,黑關刀、舉旗仔(澎湖)
Apolemichthys trimaculatus,三點阿波魚,三點阿波魚(三斑刺蝶魚),三點神仙、店窗(澎湖)、藍嘴新娘
Centropyge bicolor,二色刺尻魚,,雙色神仙、黃鸝神仙、店窗(澎湖)
Centropyge bispinosa,雙棘刺尻魚,,藍閃電、琉璃神仙魚、珊瑚美人
Centropyge ferrugata,鏽紅刺尻魚,,點斑新娘、紅閃電
Centropyge fisheri,費氏刺尻魚,條尾刺尻魚,白尾新娘
Centropyge heraldi,海氏刺尻魚,,黃新娘
Centropyge interruptus,斷線刺尻魚,,藍新娘
Centropyge nox,黑刺尻魚,,黑新娘
Centropyge tibicen,白斑刺尻魚,,白點新娘、蓋刺魚(臺東)、厚殼仔(澎湖)
Centropyge venusta,仙女刺尻魚,,仙女
Centropyge vrolikii,福氏刺尻魚,,黑尾新娘、店窗(澎湖)
Chaetodontoplus cephalareticulatus,網紋頭荷包魚,,神仙
Chaetodontoplus chrysocephalus,黃頭荷包魚,,黃面神仙、店窗(澎湖)、變身苦(澎湖)、酸監仔(澎湖)
Chaetodontoplus duboulayi,杜寶荷包魚,眼帶荷包魚,眼帶神仙
Chaetodontoplus melanosoma,黑身荷包魚,,黑身神仙、碟仔(臺東)
Chaetodontoplus mesoleucus,中白荷包魚,黃尾荷包魚,
Chaetodontoplus personifer,罩面荷包魚,澳洲荷包魚,黑面神仙
Chaetodontoplus septentrionalis,藍帶荷包魚,,金蝴蝶、藍帶神仙、碟仔(臺東)、店窗(澎湖)、變身苦(澎湖)、酸監仔(澎湖)
Genicanthus lamarck,頰刺魚,月蝶魚,拉馬克神仙
Genicanthus melanospilos,黑紋頰刺魚,黑斑月蝶魚,黑斑神仙、神仙(臺東)
Genicanthus semifasciatus,半紋背頰刺魚,半紋月蝶魚,半紋神仙、神仙(臺東)
Genicanthus watanabei,渡邊頰刺魚,渡邊月蝶魚,渡邊氏神仙、神仙(臺東)
Paracentropyge multifasciata,多帶副鋸刺蓋魚,,多帶刺尻魚、多帶神仙
Pomacanthus annularis,環紋蓋刺魚,環紋刺蓋魚,藍環神仙、神仙(臺東)
Pomacanthus imperator,條紋蓋刺魚,主刺蓋魚,皇后神仙(成魚)、大花臉(幼魚)、皇后(臺東)、店窗(澎湖)、變身苦(澎湖)、崁鼠(澎湖)
Pomacanthus semicirculatus,疊波蓋刺魚,半環刺蓋魚,藍紋神仙、神仙(臺東)、店窗(澎湖)、崁鼠(澎湖)、藍紋(澎湖)、柑仔(澎湖)
Pomacanthus sexstriatus,六帶蓋刺魚,六帶刺蓋魚,六帶神仙、神仙(臺東)、六間神仙
Pomacanthus xanthometopon,黃顱蓋刺魚,黃顱刺蓋魚,神仙、藍面神仙
Pygoplites diacanthus,雙棘甲尻魚,,皇帝、帝王神仙魚、錦紋蓋刺魚、蓋刺魚(臺東)、店窗(澎湖)、變身苦(澎湖)、崁鼠(澎湖)
Evistias acutirostris,尖吻棘鯛,,五棘鯛、旗鯛、天狗旗鯛、米統仔(澎湖)
Histiopterus typus,帆鰭魚,,五棘鯛、旗鯛
Pentaceros japonicus,日本五棘鯛,,五棘鯛、旗鯛
Helotes sexlineatus,六帶叉牙鯻,,六帶牙鯻、雞仔魚、伊歪仔（澎湖）
Mesopristes argenteus,銀身中鋸鯻,,銀雞魚、雞仔魚
Mesopristes cancellatus,格紋中鋸鯻,,斑吾、雞仔魚、格紋島鯻、格紋雞魚
Pelates quadrilineatus,四帶牙鯻,,四抓仔、四線雞魚、陣銅仔(茄萣)
Rhynchopelates oxyrhynchus,尖突吻鯻,,斑吾、雞仔魚、尖突雞魚、陣銅仔
Terapon jarbua,花身鯻,細鱗鯻,花身雞魚、花身仔、斑吾、雞仔魚、三抓仔、花身鯻、邦五(澎湖)、斑午(澎湖)、兵舅仔(澎湖)、斑龜仔(澎湖)
Terapon theraps,條紋鯻,鯻,花身仔、斑吾、雞仔魚、三抓仔、兵舅仔(澎湖)、斑午(澎湖)
Kuhlia marginata,黑邊湯鯉,,烏尾冬仔、紅尾冬（花蓮）、烏尾冬(臺東)
Kuhlia mugil,鯔形湯鯉,,國旗仔、美人魚、花尾、烏尾冬仔、銀湯鯉、烏尾冬(臺東)、客鳥(澎湖)、白冬(澎湖)、花尾鰮(澎湖)
Kuhlia rupestris,大口湯鯉,,大嘴烏尾冬仔
Oplegnathus fasciatus,條石鯛,,海膽鯛、黑嘴、硬殼仔、海膽竹(臺東)、番羊矮仔(澎湖)、石金鼓(香港)
Oplegnathus punctatus,斑石鯛,,斑鯛、黑嘴、硬殼仔、石鯛(臺東)、番羊矮仔(澎湖)、花金鼓(香港)
Amblycirrhitus bimacula,雙斑鈍,,雙斑格、格仔
Amblycirrhitus unimacula,單斑鈍,,單斑格、格仔
Cirrhitichthys aprinus,斑金,,短嘴格、格仔
Cirrhitichthys aureus,金,,深水格、格仔、金獅(澎湖)
Cirrhitichthys falco,鷹金,,短嘴格、格仔、花獅(澎湖)
